title,vote_count,vote_average
Chatterbox,1,5.0
Northern Soul,29,5.1
Checking Out,4,6.5
Children of the Corn,45,4.3
Children of the Corn 666: Isaac's Return,31,3.5
Children of the Corn V: Fields of Terror,32,3.8
Children of the Corn: Genesis,30,4.0
Children of the Corn: Revelation,24,3.7
Chile Can Do It,0,0.0
Christine,6,6.3
Christmas in Connecticut,9,4.3
Christmas Oranges,5,7.6
Cleopatra,3,4.7
Cleopatra,8,6.1
A French Gigolo,17,5.4
Coach,9,4.3
Code Name: Emerald,2,6.0
Cohen and Tate,11,7.3
Cold Around the Heart,2,4.5
Cold Blooded,8,5.1
Cold Heart,4,6.0
"Cole Younger, Gunfighter",1,5.0
Intersections,25,6.1
Torture Garden,11,5.7
British Sounds,3,6.7
Here and Elsewhere,5,5.7
Meetin' WA,6,5.2
Keep Your Right Up,4,5.3
A Night in the Show,13,6.2
By the Sea,14,5.4
Mabel's Married Life,13,5.5
Lettera Amorosa,1,7.0
The Ballad of Johnny Guitar,3,6.3
Conserva Acabada,2,5.0
The Love of the Three Pomegranates,0,0.0
Sophia de Mello Breyner Andresen,1,5.0
Death of a Nation - The Timor Conspiracy,1,5.0
The Secret Country: The First Australians Fight Back,0,0.0
Elsk meg i morgen,3,5.7
Colt .45,2,3.8
Colt Comrades,0,0.0
Coming Soon,5,5.6
Complicit,5,4.5
Compulsion,40,4.5
Concrete Blondes,13,5.1
Coney Island,0,0.0
Olive Kitteridge,66,7.6
Leviathan,219,7.3
The Russian Novel,1,5.0
Still Life,89,7.3
Electronic Labyrinth THX 1138 4EB,17,6.4
Level Five,6,6.7
Foxcatcher,965,6.5
Baby Needs a New Pair of Shoes,3,6.3
Illusion of Blood,3,7.0
Ladies of Leisure,6,5.4
Reign of Assassins,57,6.7
Everybody Dies But Me,11,5.0
Bank Holiday,3,6.0
The Emperor's Candlesticks,2,6.3
Romance in Manhattan,2,3.3
Sazen Tange and the Pot Worth a Million Ryo,9,7.4
The Princess Comes Across,2,6.5
It's Love I'm After,3,7.5
Thirty Day Princess,5,5.8
You Belong to Me,3,6.5
Personal Property,1,8.0
Wolf Creek 2,156,5.9
Two-Faced Woman,6,6.3
Love Is News,1,8.0
Dark Journey,6,6.2
Storm Warning,39,5.5
Blind Alley,4,5.5
The Last Journey,1,6.5
The Clinic,42,5.1
Zulu,176,6.7
The Road to Glory,0,0.0
The Sign of Four: Sherlock Holmes' Greatest Case,2,2.5
Walking With Dinosaurs,136,5.2
"Ultramarines: A Warhammer 40,000 Movie",27,5.2
Secret of the Wings,303,6.5
Tinker Bell and the Lost Treasure,230,6.4
Tyson,14,5.0
The Conductor,3,4.0
Tsar,11,6.7
Taxi Blues,8,5.0
Confessions of an Opium Eater,6,6.5
Confidence Girl,3,5.2
Confidentially Connie,1,4.0
Convicted,1,4.0
Convicts,4,5.5
Cool Blue,5,4.5
Cool Dog,8,4.6
Coral Reef Adventure,8,5.8
Cougar Club,15,4.4
Courage of Lassie,5,5.0
Wuthering Heights,37,6.9
Cowgirls n' Angels,15,5.3
Craig Ferguson: Does This Need to Be Said?,5,7.0
Crash Dive,5,3.9
D.L. Hughley: Reset,0,0.0
Dane Cook: Vicious Circle,16,7.2
Crazy,3,6.7
Crazy Eights,18,3.4
And So It Is,2,6.0
Crazy Mama,2,4.0
Crime and Punishment,19,5.9
Light Years Away,4,5.8
Crime and Punishment,3,7.3
Critic's Choice,3,4.7
Cutaway,10,4.5
Sniper: Legacy,45,5.5
Catch Hell,34,5.3
Pentimento,5,7.4
You're Not You,247,7.3
Crime in the Streets,3,6.3
Crisis,6,6.0
Cross My Heart,4,4.9
Crush,6,3.3
Crush,87,5.8
Cry 'Havoc',1,7.0
Cry of the City,7,6.1
Curandero,7,3.9
Cyborg 3: The Recycler,4,2.5
Cyborg Cop II,5,3.4
Cyborg Cop III,5,2.6
Dana Carvey: Squatting Monkeys Tell No Lies,5,5.5
Dave Attell: Captain Miserable,4,6.3
Dakota's Summer,11,5.8
Danger Zone,7,3.9
Dangerous Money,7,6.3
Muddy River,7,6.2
Stonehearst Asylum,427,6.6
Russia 88,8,5.9
Strawberry Wine,3,6.7
The Third Half,13,5.5
A Star Athlete,0,0.0
Snake Woman's Curse,1,7.0
Aglaya,1,5.0
Tangerines,83,7.4
Life Partners,108,6.1
Anatomy of a Love Seen,37,4.5
The Snow Woman,3,5.8
Drive Hard,74,3.9
The Ghost Story of Oiwa's Spirit,1,8.0
An Apology to Elephants,1,10.0
Ecstasy in Entropy,2,3.5
Air Raid Wardens,4,7.3
Alias the Doctor,0,0.0
Now!,9,6.3
Building the Inferno: Nobuo Nakagawa and the Making of 'Jigoku',0,0.0
Captain January,1,6.0
Lion's Heart,18,6.6
Dark of the Sun,13,6.6
"C'est La Vie, Mon Cheri",7,7.1
Frisco Kid,3,7.7
Hateship Loveship,51,5.7
Hearts Divided,1,4.0
How the Toys Saved Christmas,18,6.8
Ice Castles,13,6.2
In Secret,57,5.5
It's a Small World,1,6.0
Kickboxer 5: The Redemption,17,3.8
Kiki,0,0.0
Kiki,0,0.0
My Prairie Home,1,8.0
The Rolling Stones - Let's Spend the Night Together,4,4.6
Man for a Day,4,6.9
Hawaii,22,7.4
The Skinny,4,5.8
Remington and the Curse of the Zombadings,5,5.3
Out in the Dark,33,6.5
We Are The Nobles,86,6.9
The Returned,86,6.2
52 Tuesdays,8,5.9
Everybody's Got Somebody... Not Me,4,5.5
The True Story of Puss 'n Boots,7,3.8
Die Fighting,6,4.2
The Possession of Michael King,129,5.7
New Kids Nitro,36,5.9
Mission London,8,6.8
The Broken Jug,2,8.0
Master Harold... and the Boys,4,5.9
Mohawk,3,6.3
Navy Blues,1,8.0
Our Mother's House,10,5.5
Over the Brooklyn Bridge,2,3.8
Circus,5,4.8
Stalingrad,93,5.7
Scarecrow,17,4.0
Small Time,12,5.1
So Long Letty,2,8.0
Laser Mission,13,4.0
Soldier of Fortune,2,5.3
Il soldato di ventura,16,5.1
The Dark Past,6,5.4
The Disembodied,1,6.0
The Rag Man,0,0.0
The Secret Invasion,4,6.0
The Sweet Ride,2,5.0
The Whistler,6,5.1
Young Tom Edison,1,4.0
The Youngest Profession,1,7.0
"Dance, Fools, Dance",2,0.0
Dangerous When Wet,3,6.0
L'inferno,19,5.8
Dante's Inferno,3,5.7
Dark Alibi,4,6.1
David Spade: Take the Hit,0,0.0
Day of the Evil Gun,5,6.6
Death In Love,4,5.0
Do Not Disturb,8,5.9
"Double, Double, Toil and Trouble",25,6.0
Dark Fields,7,3.4
Dark House,29,4.4
The Emperor of California,0,0.0
Free Fall,164,7.3
Advanced Style,10,7.1
Dr Jekyll & Sister Hyde,21,5.7
Dead Snow 2: Red vs. Dead,199,6.7
David Cross: The Pride Is Back,3,8.2
Dawn Rider,22,5.2
Day of Wrath,6,3.8
Dead Heat,5,4.8
Twice-Told Tales,13,6.6
Decoder,6,6.3
Faceless,5,6.2
Deadly Dreams,1,6.0
Prime Evil,4,4.6
Dead Hooker in a Trunk,8,5.6
Dead Man's Eyes,5,8.0
Dead Men Tell,6,6.8
Elle: A Modern Cinderella Tale,22,4.6
Zatôichi: The Blind Swordsman,14,6.2
Zanjeer,8,6.3
Youngblood,1,5.0
Young Man with a Horn,8,4.8
Young Cassidy,2,6.8
Volga - Volga,4,6.0
The Inhabited Island 2: Rebellion,14,4.3
Stromberg - Der Film,88,7.0
You Are the Apple of My Eye,59,7.3
Hamilton: In the Interest of the Nation,41,5.9
Out of Bounds,1,5.0
Dead of the Nite,7,2.3
Jolly Fellows,4,6.3
7eventy 5ive,18,4.8
Deadfall,6,5.2
DeadHeads,48,5.0
Deadline,1,9.0
Secret,58,7.6
Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,19,6.7
Deadline,1,6.0
Deadline,2,4.5
Deadline at Dawn,6,5.6
Dear Brigitte,7,6.0
Death of a Scoundrel,5,5.9
Death Racers,9,3.1
Death Valley Rangers,0,0.0
Death Warrior,5,4.1
Deja Vu,1,5.0
Deliver Us from Evil,17,6.3
Last Passenger,70,5.9
The Hanoi Hilton,2,7.0
"Fat, Sick & Nearly Dead 2",19,6.2
Serena,299,5.3
Queens Of Evil,1,9.0
The Four Feathers,4,5.4
Callan,0,0.0
The Violent Enemy,0,0.0
The Imitation Game,5895,8.0
Inherent Vice,852,6.5
Labyrinth of Lies,199,7.3
Battle of the Warriors,16,6.3
Confucius,33,5.5
Babysitting,591,6.9
Curse of the Fly,13,5.1
The Devil-Ship Pirates,3,6.0
The Brides of Fu Manchu,6,5.8
Witchcraft,7,6.9
Rudderless,106,7.4
Jackboots on Whitehall,11,5.5
Likainen pommi,3,5.8
The Hunger Games: Mockingjay - Part 1,5767,6.6
Jules Verne's Rocket to the Moon,8,6.1
"Give 'em Hell, Malone",30,5.9
Son of the White Mare,12,7.5
Samson & Sally,6,6.2
The Little Fox,13,7.5
Gett: The Trial of Viviane Amsalem,44,7.4
Rosewater,99,6.5
Valley Uprising,18,8.1
United States of Secrets (Part One): The Program,1,9.0
Sex Ed,62,5.1
The Apocalypse,5,6.1
A Good Marriage,119,5.1
The Way He Looks,262,8.1
Love and Honor,135,5.8
Remember Sunday,131,7.0
The Gilded Cage,118,6.8
Beauty Prize,1,0.0
Romance,3,4.3
Illicit,6,4.3
Other Men's Women,4,4.8
The Beast of the City,6,5.3
The Cabin in the Cotton,6,6.0
The Man Who Played God,4,7.9
Exodus: Gods and Kings,1957,5.6
Darfur,10,6.1
Max Schmeling,8,4.6
Trash,243,7.1
Frozen Days,0,0.0
Wild Tales,878,7.7
Summer Days With Coo,20,7.3
Ambition,31,6.8
Head Over Heels,20,7.0
Patema Inverted,85,7.4
Fed Up,108,7.4
The Oblong Box,24,5.6
"Yobi, The Five-Tailed Fox",17,6.5
The Savior,3,5.0
Arcana,2,5.5
Whoregasm,1,7.0
Police State,1,7.0
Kiss Me Goodbye,1,7.0
The Male Animal,1,1.0
Rio Rita,4,7.1
The Fighting 69th,8,5.9
Riley Rewind,7,7.1
My Gun Is Quick,2,5.3
Werner - Beinhart!,35,6.2
Jetsons: The Movie,37,5.4
Thesis on a Homicide,52,6.1
Freedom,9,5.8
Whole Lotta Sole,22,5.8
Thrust in Me,2,6.5
Bo Burnham: what.,41,7.9
Magic Camp,3,7.0
The Wild World of Lydia Lunch,1,7.0
The Reunion,17,6.3
Embracing,1,7.0
Katatsumori,1,7.0
Ski School,15,4.4
See Heaven,1,5.0
Sun on the Horizon,0,0.0
Paths of Hate,5,5.7
Bloody Birthday,38,6.2
Ski Patrol,14,4.8
Long Way Round,24,8.2
Dumb and Dumber To,1140,5.4
The Legend of Sarila,10,4.9
Imago mortis,11,4.9
The Gun That Won the West,0,0.0
The Longest Week,116,5.0
Gunfighters,3,4.3
Tales of the Grim Sleeper,20,6.9
The Yes Men Are Revolting,7,6.9
God is the Bigger Elvis,4,7.0
The Wicker Tree,18,4.3
The Green,7,5.6
The Damned,84,5.0
Deliver Us from Evil,1,10.0
Miss Meadows,60,5.1
Too Many Cooks,24,8.5
Murder Over New York,6,6.3
Repentance,26,5.1
Quantum Love,74,5.7
Cass,19,6.1
Dorothy Mills,54,6.2
Dear White People,222,6.2
The Man Who Loved Yngve,17,6.4
Camino,45,7.4
Alucarda,20,6.7
Painted Skin,37,6.0
One Chance,112,6.5
Rent: Filmed Live on Broadway,11,7.0
Columbus Day,13,5.4
An Empress and the Warriors,28,5.7
Lucky Them,24,5.3
Dil Bole Hadippa!,17,4.7
Border Café,2,5.0
Last Weekend,9,4.3
May in the Summer,10,5.8
"Nono, the Zigzag Kid",4,7.0
Tip Top,9,4.4
October Gale,24,5.0
Musicwood,0,0.0
Liar's Dice,1,6.0
How Do You Write a Joe Schermann Song,0,0.0
Calloused Hands,0,0.0
BFFs,1,6.5
Winter in the Blood,1,6.0
The Theory of Everything,3403,7.8
Amira & Sam,28,6.1
Love Sick Love,9,4.7
Double Tide,1,10.0
"Moscow, Belgium",11,6.4
Brigham Young,6,3.5
Johnny Apollo,2,6.3
It All Came True,1,6.5
Doctor Who: The Time of the Doctor,61,8.4
Dolphin Tale 2,98,6.7
Lucky Partners,3,5.8
Ahí está el detalle,9,7.4
Demoted,15,5.1
Deranged,7,4.1
When the Game Stands Tall,134,6.3
Aashiqui 2,41,6.8
ABCs of Death 2,89,5.5
Neurons to Nirvana,3,8.3
Fillmore,0,0.0
The Flyboys,15,6.7
The Last Word,16,6.4
Dream Boy,24,5.9
TBS,8,6.9
Take the Trash,12,6.9
Les invincibles,15,5.2
Miserere,20,6.2
Queens of the Ring,17,5.6
The New Girlfriend,100,5.9
"Sex, Love & Therapy",107,4.9
Red Mist,22,4.8
"Bangkok, We Have A Problem!",41,4.9
Real Time,7,7.2
Ragnarok,59,5.7
Secrets Of State,31,5.5
Farm House,25,4.9
A Matador's Mistress,29,5.8
A Kind of America 2,6,7.2
Parasomnia,26,4.8
Fast Track: No Limits,12,5.0
20th Century Boys - Chapter 1: Beginning of the End,21,6.7
Stiletto,17,4.4
If You Are the One,22,6.5
Virunga,74,8.1
Sick Girl,10,6.0
The Madagascar Penguins in a Christmas Caper,58,6.5
The Seven-Ups,33,6.5
V/H/S: Viral,164,4.5
Running from Crazy,4,5.5
April Story,14,7.1
Happiness,1,7.0
Victor and the Secret of Crocodile Mansion,4,6.4
The Boy Who Cried Werewolf,58,5.7
Nothing But the Night,7,6.0
Destroyer,4,7.4
Mr Hockey The Gordie Howe Story,1,6.0
Gone Nutty,41,6.7
The Heart Machine,10,5.5
Starry Eyes,128,5.9
End of the Road,2,6.0
When Marnie Was There,345,7.8
Lupin the 3rd,23,5.6
The Monkey King,52,4.8
Song of the Sea,420,8.1
Rakuen Tsuihou - Expelled from Paradise,18,6.4
Kiki's Delivery Service,13,5.8
Exit,2,3.5
Tied,10,4.4
The Magic Crystal,4,4.5
Beyond the Lights,139,7.0
Misunderstood,0,0.0
Treasure of the Four Crowns,4,4.1
The Last Shark,23,6.0
Paulette,138,6.3
In the Heart of the Sea,1300,6.5
Don't Take God's Children for Wild Geese,6,6.0
Les Tuche,283,6.1
Comme les 5 doigts de la main,28,5.7
Iceman,61,4.7
Stockholm Stories,3,7.0
Pressed,9,4.9
The Care Bears Adventure in Wonderland,5,4.6
Merry-Go-Round,3,6.0
Fatty and Mabel Adrift,1,6.0
A Connecticut Yankee in King Arthur's Court,3,6.0
A Promise,45,5.9
Alien Nation: Dark Horizon,10,6.2
Alien Nation: Body and Soul,6,6.5
Alien Nation: The Enemy Within,6,5.7
Alien Nation: Millennium,8,5.5
The Pig,4,6.0
Crackers,13,5.2
The Wall,16,7.4
City Slacker,2,7.0
Hello Ladies: The Movie,51,6.4
Dzhamilya,2,5.5
Codebreaker,7,6.4
Listen Up Philip,61,5.9
Hot Stuff,6,7.8
Squeeze Play,3,4.3
Love You You,2,9.0
Ain't in It for My Health: A Film About Levon Helm,7,6.6
Seducing Mr. Perfect,19,6.3
Jurassic World,8842,6.5
Watermark,8,7.4
Citizenfour,516,7.9
Dans la peau d'une grande,11,5.9
David et Madame Hansen,14,6.7
Pop Redemption,22,6.3
Home Sweet Home,1,6.0
LOL (Laughing Out Loud),380,6.5
Asterix: The Mansions of the Gods,401,6.7
She Monkeys,12,4.7
The Taking of Deborah Logan,327,6.0
Admissions,1,6.0
House Hunting,16,4.6
Alive Inside,34,7.8
Last I Heard,1,6.0
God Forgives... I Don't!,35,6.2
Santa Who?,17,5.6
Hit by Lightning,16,5.2
The Incite Mill,11,5.5
Pumzi,4,6.1
1½ Knights - In Search of the Ravishing Princess Herzelinde,45,4.5
Christmas Cottage,14,6.1
A Five Star Life,31,5.5
The Boy in the Mirror,1,6.0
My Dear Desperado,6,6.6
The 39 Steps,9,5.4
Horrible Bosses 2,1575,6.1
Poto and Cabengo,1,5.0
Detention of the Dead,34,4.5
Devil's Doorway,9,5.9
Diary of a Madman,9,5.4
Disciples of the 36th Chamber,14,6.4
Disengagement,2,7.5
The Beaver Trilogy,4,8.6
Divorce,1,4.0
Doctor at Large,9,6.2
Doctor in Distress,6,6.6
Doctor in the House,10,6.2
Don Juan,1,5.0
Don Juan,4,5.9
Don't Answer the Phone!,10,4.4
Don't Give Up the Ship,4,6.1
Don't Go Near the Water,2,6.0
Donner Pass,28,4.3
Double Trouble,7,5.1
Down the Shore,10,5.9
Down to the Sea in Ships,5,7.4
Dr. Dolittle: Million Dollar Mutts,12,5.5
Dr. Dolittle: Tail to the Chief,36,5.0
Dr. Gillespie's New Assistant,1,6.0
Dr. Jekyll and Mr. Hyde,7,4.2
Dr. Socrates,0,0.0
DragonHeart: A New Beginning,70,5.5
Drive a Crooked Road,4,4.1
Drive Thru,31,5.0
Drop Dead Sexy,15,4.5
Drunken Master III,3,5.0
Easy Living,0,0.0
Easy to Love,1,6.0
Air Crew,8,5.8
El Condor,8,5.5
El Gringo,44,5.1
Elisa,15,6.2
Elliot Loves,2,3.0
Elvis and Anabelle,23,7.1
Elvis Has Left the Building,11,5.8
Elvis Meets Nixon,4,6.6
Enchantment,2,6.0
Endangered Species,4,5.5
Endure,2,7.0
Executioners from Shaolin,9,7.5
The Orkly Kid,2,6.5
Home Before Dark,3,8.0
Let No Man Write My Epitaph,1,10.0
Lost Christmas,10,6.3
Michael Shayne: Private Detective,4,6.3
Murder on the Orient Express,5,5.9
My Friend Irma Goes West,3,6.3
Enemies Closer,66,5.1
Enter Arsene Lupin,0,0.0
Barely Legal,23,3.7
Nutcracker: The Motion Picture,4,6.0
The Forgotten Faces,1,5.0
Russell Brand: Messiah Complex,18,7.2
Moving Violations,16,5.7
So Much Water,4,7.8
The Dark Horse,1,8.0
The Eagle and the Hawk,6,4.2
The Fake,10,6.7
The Fearmakers,2,6.0
The Happy Road,0,0.0
The Real Glory,3,4.8
This Is the Night,3,3.7
Yellow Rock,5,4.6
Lucia,10,6.8
Dancing Outlaw II: Jesco Goes to Hollywood,2,4.3
Oppressed Majority,4,5.5
"T,O,U,C,H,I,N,G",5,7.2
Little Hamlet,1,5.0
La Belle verte,32,7.5
Penguins of Madagascar,1375,6.5
Bill Bailey: Qualmpeddler,5,7.3
Ivul,3,4.3
Hotline,1,8.0
Fugly!,5,4.9
Black or White,119,6.5
Ragamuffin,5,7.2
Oko Wykol,4,4.5
'71,414,6.7
Bastards,1,5.0
The Water Diviner,439,6.8
Enlighten Up!,0,0.0
Just a Sigh,10,6.6
The Rabbi's Cat,51,6.7
Altman,10,6.4
Still Alice,1126,7.5
Je préfère qu'on reste amis,8,5.8
Grumpy Cat's Worst Christmas Ever,27,5.3
Paddington,899,7.0
Drei Stunden,2,7.5
Redemption: For Robbing the Dead,0,0.0
Jessabelle,265,5.1
Maze Runner: The Scorch Trials,3148,6.5
Kink,17,5.5
Beautiful Girl,3,3.2
Showrunners: The Art of Running a TV Show,29,6.2
Dirigible,1,0.0
Sir Arne's Treasure,3,6.7
My Brother Tom,9,7.3
The Kiss,7,4.5
Quest,3,6.7
Scooby-Doo! Frankencreepy,13,6.7
The Ghost and the Whale,0,0.0
Pendulum,0,0.0
Burt's Buzz,10,6.6
Ice Age: A Mammoth Christmas,171,6.0
The Bloody Olive,6,7.3
Hey Bartender,4,5.3
Kajaki,93,6.3
A Matter of Size,5,6.4
Summer of Blood,11,4.9
Appointment with Crime,3,6.3
Hungry Hill,2,4.0
Quartet,3,6.8
Scott of the Antarctic,6,7.7
Christopher Columbus,2,6.0
The Magnet,5,5.0
Blackmailed,0,0.0
Pool of London,3,7.0
Anne of the Indies,6,7.1
The Lady Says No,2,6.0
The Story of Robin Hood and His Merrie Men,3,5.0
The Sword and the Rose,1,7.0
Above Us the Waves,12,5.4
Doctor at Sea,5,5.8
An Alligator Named Daisy,0,0.0
The Iron Petticoat,1,3.0
The Living Idol,0,0.0
Orders to Kill,1,5.0
Upstairs and Downstairs,3,6.0
Crooks Anonymous,7,7.4
Two Weeks in September,1,7.0
Zeta One,9,4.3
The Voices,578,6.2
"Welcome, or No Trespassing",17,7.5
Adventures of a Dentist,4,7.0
"Sport, Sport, Sport",3,5.7
Farewell,4,6.0
Eagle's Wing,5,5.0
Levitated Mass,2,8.3
Nativity 2: Danger in the Manger!,16,5.2
The Puzzle,2,7.0
Donald Glover: Weirdo,15,6.9
Come Back to Me,52,5.6
Trailer Park Boys: Live at the North Pole,8,7.6
The Righteous Thief,5,5.4
State of Emergency,28,4.4
Almost Married,8,5.3
The Swinger,1,6.0
Christmas in Conway,10,5.4
Grace,62,4.8
Winter Nomads,3,8.0
Courier,15,8.1
Batman vs Dracula,58,6.5
Baffled!,1,3.0
Dying Room Only,5,6.8
Go for It,90,6.8
Great Expectations,2,3.0
Hand in Hand,0,0.0
Tenchi: The Samurai Astronomer,0,0.0
The Green Prince,19,7.4
Castles in the Sky,7,5.8
Cowspiracy: The Sustainability Secret,119,7.9
McConkey,2,4.5
Manny,40,6.4
Chocolate Strawberry Vanilla,9,6.1
"Mayday at 40,000 Feet!",2,8.0
Bus Riley's Back In Town,0,0.0
Mahoney's Last Stand,2,5.3
Fortune and Men's Eyes,3,3.7
The Party Animal,5,5.7
Bleak Night,14,7.9
To Encourage the Others,0,0.0
Wanderers,24,7.4
Clouds of Sils Maria,267,6.7
Dying of the Light,118,4.5
Survival Quest,4,5.8
All Cheerleaders Die,124,5.1
Cherry Tree Lane,18,5.1
WolfCop,60,5.2
It's a Wonderful Afterlife,9,4.3
The Borderlands,82,5.1
Slasher House,5,5.6
The Kick,10,5.1
Norwegian Ninja,10,3.8
Borrowed Time,5,5.4
Hellbenders,23,5.5
Saving General Yang,44,6.1
Legacy of Rage,4,7.1
Shadowzone,7,4.4
In Your Hands,8,6.1
Cleopatra Jones and the Casino of Gold,3,6.7
Eat,3,5.7
"Jonathan Rosenbaum, Present",0,0.0
Omega Doom,20,4.3
Blow Job,12,3.8
A Justified Life: Sam Peckinpah and the High Country,0,0.0
The Diary of an Unknown Soldier,3,6.7
Float,0,0.0
Home Alone: The Holiday Heist,54,5.3
The Pokrovsky Gates,11,6.5
Game of Werewolves,26,6.4
By the Gun,21,4.6
The Protector 2,57,5.5
Blood,49,6.0
Exit Humanity,32,5.4
Omen IV: The Awakening,37,4.6
Ninjas vs. Zombies,5,3.6
Hard to Be a God,41,6.7
In Order Not to Be Here,1,8.0
Mortuary,25,4.0
Spontaneous Combustion,17,4.6
Night Terrors,5,4.6
Trance,1,6.0
Tell,21,5.4
In the Shadow of the Machine,2,7.0
Kill the Messenger,359,6.6
Dead Souls,21,3.9
Village People,2,4.3
A Gorgeous Girl Like Me,8,7.2
Touch the Top of the World,1,6.0
Travel Beyond the Three Seas,3,7.3
The Hearts of Age,5,5.0
H6: Diary of a Serial Killer,4,5.0
Sallah,4,7.4
Grant Morrison:  Talking with Gods,6,5.8
The Universe of Keith Haring,4,5.8
The Kingdom of Dreams and Madness,49,7.7
Mei and the Kittenbus,17,7.3
"Texas, Adios",4,4.0
The Bloodstained Shadow,3,7.3
"Today We Kill, Tomorrow We Die!",12,5.6
The Devil and Holy Water,1,5.0
Colt 38 Special Squad,0,0.0
Ricky e Barabba,41,5.7
Six Swedish Girls at a Pump,3,3.7
Killer Cop,0,0.0
A Cinderella Story: Once Upon a Song,282,6.1
Baba Yaga,13,5.7
Play Motel,2,2.0
The Mad Dog Killer,7,6.2
The Great Kidnapping,1,10.0
Bring It On: In It To Win It,114,5.9
Independents,0,0.0
Between Miracles,6,5.7
The Rebel,0,0.0
The Night Evelyn Came out of the Grave,12,6.4
The New Monsters Today,4,3.5
Stunt Squad,3,8.3
Tifosi,66,5.1
The Cyclone,129,6.6
Il tifoso l'arbitro e il calciatore,6,4.8
Death Steps in the Dark,5,5.0
"Black Emmanuelle, White Emmanuelle",4,4.0
Il... Belpaese,1,6.0
Savage Three,0,0.0
L'arma,0,0.0
A Man Called Magnum,2,6.0
Il fischio al naso,0,0.0
Viuuulentemente mia,5,3.4
Gangsters,0,0.0
Gente Di Rispetto,0,0.0
Jarhead 2: Field of Fire,74,5.5
The Mule,56,6.2
Chantilly Lace,0,0.0
Shy People,4,6.0
Shadows in an Empty Room,0,0.0
Dots,6,5.2
Hen Hop,5,6.2
Rock the Boat,3,5.3
Jingle All the Way 2,11,4.0
The Face of Love,43,5.9
Every Girl Should Be Married,6,6.3
Eight Iron Men,2,8.5
A True Mob Story,3,7.0
In the Folds of the Flesh,4,6.6
The Hobbit: The Battle of the Five Armies,4884,7.1
The Viking Queen,5,5.1
Selma,835,7.4
Unbroken,1437,7.3
Black Sea,410,6.2
Three Wise Fools,1,5.0
The Frame,25,6.5
The Red Queen Kills Seven Times,13,7.5
White Mischief,16,5.8
Beyond Justice,2,2.3
Zorro,17,7.0
Man Without a Memory,6,5.9
Three Tough Guys,1,4.0
The Bloodstained Butterfly,10,6.3
Alive or Preferably Dead,1,7.0
Death Occurred Last Night,2,6.0
The Bastard,0,0.0
The Return of Ringo,10,7.2
A Pistol for Ringo,12,6.0
The Scapegoat,0,0.0
Kiss Kiss... Bang Bang,3,8.5
The Good Lie,210,7.3
Action Jackson,8,3.6
The Improv: 50 Years Behind the Brick Wall,4,7.5
I Am Santa Claus,17,6.3
"The Missing Piece: Mona Lisa, Her Thief, the True Story",1,7.0
Wild Heritage,1,5.0
The Widow From Chicago,3,3.3
Lap Dance,29,4.4
The Baby Maker,0,0.0
Fat Pizza,10,5.7
Good Copy Bad Copy,8,7.2
Comin' at Ya!,4,4.6
When the Road Bends: Tales of a Gypsy Caravan,1,8.0
Holy Flying Circus,11,5.9
House of the Dead 2,29,4.0
Prey,11,5.1
Silent Madness,1,5.0
Wodehouse In Exile,2,7.0
Zombie Reanimation,1,2.0
Made in Jamaica,1,6.0
Playing It Cool,258,5.6
Dogging: A Love Story,1,2.0
Blood Dolls,9,4.9
Cheerleader Massacre,9,3.6
Flower and Snake 5: Rope Magic,0,0.0
McLibel,4,7.8
Bag Boy,4,3.8
School of the Holy Beast,18,7.0
The Appointments Of Dennis Jennings,1,7.0
The Atrocity Exhibition,2,5.5
The Beales of Grey Gardens,10,6.5
The Touch of Her Flesh,3,3.5
Virgin Witch,9,5.7
The Zombie Chronicles,1,0.5
The Dust Bowl,2,6.5
Paris by Night,20,6.1
Honor Among Lovers,0,0.0
A Smoky Mountain Christmas,2,4.0
Closer to the Moon,13,6.4
Un marido de ida y vuelta,0,0.0
Marvellous,38,7.3
Somewhere in the Night,13,6.0
Love Camp 7,8,4.4
Free the Nipple,14,5.0
Bachelor Night,9,3.8
Khumba,74,5.8
A Girl Walks Home Alone at Night,258,6.9
1981,12,6.9
1987,6,6.8
Crimi Clowns: De Movie,4,6.0
Dave Chappelle: For What it's Worth,23,8.2
Bill Hicks: Relentless,16,8.7
Ellen DeGeneres: The Beginning,3,4.7
Scooby-Doo! Abracadabra-Doo,25,6.6
Mommy,734,8.2
A Most Violent Year,550,6.5
Wild,961,7.0
Zebra Lounge,13,4.1
Rapid Fire,4,5.5
Jack the Ripper,15,6.6
Brutal,4,2.4
The Curse of King Tut's Tomb,12,3.7
Titanic,45,6.3
Butterfly Girl,0,0.0
Mr. Jones,36,4.6
Top Five,212,6.3
Bill Burr: I'm Sorry You Feel That Way,24,7.6
The Uncommon Making of Petulia,0,0.0
Fiddle-de-dee,2,4.5
Blinkity Blank,7,6.1
Mail Early for Xmas,2,4.5
Canon,2,5.5
Boogie-Doodle,5,6.8
A Chairy Tale,6,6.5
The Aggression Scale,28,6.1
Blackbird,2,5.5
A Phantasy,5,6.6
Neighbours,19,7.8
New York Lightboard Record,0,0.0
Lines: Horizontal,2,5.5
Mosaic,3,4.7
Begone Dull Care,9,7.3
Synchromy,4,6.8
And Then There Was You,0,0.0
Straight on Till Morning,3,6.5
Amour fou,10,6.2
Redirected,162,5.7
